date,day_index,soc_trajectory,gpt_reported_cost,computed_cost_actual,computed_cost_forecast,milp_actual_cost,feasible,violations,api_cost_usd
2019-07-12,191,"[0.5, 0.5, 0.5, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]",46500.0,36489.65009789474,49177.21997189263,36393.08689601108,False,t=2: charge=13.0105 kW > cmax=12.36; t=3: charge=13.0105 kW > cmax=12.36,0.0141825
2019-07-13,192,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0, 0.0]",36800.0,34596.28236896252,37950.56259477353,34321.10676121883,True,,0.0160125
2019-07-14,193,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0]",43179.6,26838.70336557896,44505.91278503896,26434.014294736848,True,,0.0152675
2019-07-15,194,"[0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.7625, 0.525, 0.525, 0.525, 0.525, 0.525, 0.525, 0.525, 0.525, 0.525, 0.2875, 0.05, 0.0, 0.0, 0.0]",56328.79,45395.50967442105,56410.90357324526,45304.47316094182,True,,0.0170625
2019-07-16,195,"[0.5, 0.5, 0.5, 0.525, 0.7625, 1.0, 1.0, 1.0, 1.0, 0.7882, 0.525, 0.525, 0.525, 0.7625, 1.0, 1.0, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0, 0.0, 0.0, 0.0]",55200.0,41331.25767054063,55724.17226740164,41235.37880526316,False,t=9: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36,0.01332
2019-07-17,196,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0]",61200.0,42096.60413636842,61518.5742580979,42033.13792705263,True,,0.0156
2019-07-18,197,"[0.5, 0.7375, 0.9743, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",60500.0,44040.21029472759,61492.54517377079,43483.696790360125,False,t=9: discharge=12.3620 kW > dmax=12.36; t=11: discharge=12.3620 kW > dmax=12.36,0.0145
2019-07-19,198,"[0.5, 0.7375, 0.7375, 0.7375, 0.7375, 0.525, 0.7625, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7395, 0.479, 0.2185, 0.0]",60500.0,49720.625680280005,60906.618219480806,49181.79012263158,True,,0.016595
2019-07-20,199,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0]",38500.0,33556.87980724632,39496.55545949178,33361.500464894736,True,,0.0136725
2019-07-21,200,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0]",45000.0,29577.27193754947,45949.74474406296,29352.12093894737,False,t=19: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36,0.0158725
2019-07-22,201,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7625, 0.525, 0.2875, 0.05, 0.0, 0.0, 0.0]",60500.0,49753.73685947368,60934.74637116579,49630.96523968421,True,,0.0157575
2019-07-23,202,"[0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 0.975, 0.975, 0.975, 0.975, 0.975, 0.975, 0.975, 0.975, 0.975, 0.975, 0.975, 0.7125, 0.45, 0.1875, 0.0, 0.0, 0.0, 0.0, 0.0]",62000.0,51876.35815400001,64278.33995227,51540.938654000005,True,,0.0133175
2019-07-24,203,"[0.5, 0.7375, 0.7375, 0.7375, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.7375, 0.975, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",64500.0,60049.93116352632,65455.41292397581,59401.90078282548,True,,0.0141475
2019-07-25,204,"[0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",68000.0,63514.72382973473,70065.11457621395,63136.668096,True,,0.0125
2019-07-26,205,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7625, 0.525, 0.2875, 0.05, 0.0, 0.0, 0.0]",-1.56,62894.85133994737,70870.6731253158,62794.470592000005,True,,0.0185675
2019-07-27,206,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0, 0.0, 0.0]",54000.0,39938.06848498021,55130.32225347336,39705.29175828255,False,t=19: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36,0.0143425
2019-07-28,207,"[0.5, 0.3684, 0.2368, 0.1053, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.95, 1.0, 1.0, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0]",40500.0,24945.734158778527,51279.98224650731,24876.16241052632,False,t=21: discharge=12.3620 kW > dmax=12.36; t=23: discharge=12.3620 kW > dmax=12.36,0.0134625
2019-07-29,208,"[0.5, 0.5, 0.5, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.5, 0.5, 0.5, 0.75, 1.0, 1.0, 1.0, 1.0, 0.75, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0]",61200.0,43061.034585263165,62551.83249891948,42906.44158739059,False,t=2: charge=13.0105 kW > cmax=12.36; t=3: charge=13.0105 kW > cmax=12.36; t=12: charge=13.0105 kW > cmax=12.36; t=13: charge=13.0105 kW > cmax=12.36,0.0142775
2019-07-30,209,"[0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.739, 0.478, 0.217, 0.0, 0.0, 0.0, 0.0]",-1.57,45326.70286341054,64253.89461495687,45214.977356105264,True,,0.0181
2019-07-31,210,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0]",-3.318,49814.4762051318,54364.33967646001,49477.24394570637,False,t=20: discharge=12.3620 kW > dmax=12.36; t=22: discharge=12.3620 kW > dmax=12.36,0.016435
2019-08-01,211,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.475, 0.475, 0.475, 0.475, 0.475, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",42800.0,67821.87245868421,43406.37233813738,67540.65742968422,True,,0.01613
2019-08-02,212,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0, 0.0, 0.0]",44200.0,53503.67713712337,45379.9853053341,53177.96804626039,False,t=17: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.0136675
2019-08-03,213,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 0.7632, 0.5263, 0.2895, 0.0526, 0.0, 0.0, 0.0]",26500.0,47708.2895866459,28461.77863914381,47056.436876842105,True,,0.0120125
2019-08-04,214,"[0.5, 0.5, 0.5, 0.75, 1.0, 1.0, 1.0, 0.75, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.5, 0.75, 1.0, 1.0, 1.0, 0.75, 0.5, 0.25, 0.0]",33500.0,42891.61894736842,34286.713077404216,42262.40825617729,False,t=2: charge=13.0105 kW > cmax=12.36; t=3: charge=13.0105 kW > cmax=12.36; t=14: charge=13.0105 kW > cmax=12.36; t=15: charge=13.0105 kW > cmax=12.36; t=16: charge=13.0105 kW > cmax=12.36,0.012635
2019-08-05,215,"[0.5, 0.5, 0.5, 0.5, 0.712, 0.924, 1.0, 1.0, 1.0, 0.79, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.37, 0.16, 0.0, 0.0]",-980.6,49785.1554936421,38306.82574720032,49401.022277,True,,0.01688
2019-08-06,216,"[0.5, 0.2375, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.95, 0.7125, 0.475, 0.2375, 0.0, 0.2375, 0.475, 0.7125, 0.95, 0.7125, 0.475, 0.2375, 0.0, 0.0, 0.0, 0.0, 0.0]",27850.0,32775.086625,29067.637433900003,32149.10488537396,True,,0.01492
2019-08-07,217,"[0.5, 0.7375, 0.7375, 0.7375, 0.7375, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0, 0.0]",50200.0,47582.83314095958,50384.53214228037,47437.8458469252,False,t=4: charge=13.6611 kW > cmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36; t=22: discharge=12.3620 kW > dmax=12.36,0.0143025
2019-08-08,218,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0]",56300.0,39937.03856684211,57529.79665007894,39865.849032631566,True,,0.01523
2019-08-09,219,"[0.5, 0.2392, 0.2392, 0.2392, 0.2392, 0.4767, 0.7142, 0.9517, 0.9517, 0.9517, 0.9517, 0.9517, 0.9517, 0.9517, 0.9517, 0.9517, 0.9517, 0.9517, 0.9517, 0.9517, 0.6909, 0.4301, 0.1693, 0.0, 0.0]",54000.0,22999.806317839997,54361.01867832785,22831.522519999995,True,,0.01702
2019-08-10,220,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.2375, 1.475, 1.475, 1.2132, 0.9514, 0.6896, 0.4278, 0.166, 0.0, 0.0, 0.0]",44828.78,48494.436163376,45293.81602895673,48456.81406652632,False,soc[14]=1.237500 > soc_max=1.0; soc[15]=1.475000 > soc_max=1.0; soc[16]=1.475000 > soc_max=1.0; soc[17]=1.213200 > soc_max=1.0,0.015755
2019-08-11,221,"[0.5, 0.2368, 0.0, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.7125, 0.4493, 0.1862, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.95, 0.95, 0.6868, 0.4237, 0.1605, 0.0, 0.0, 0.0]",43590.97,42271.92337832,43590.97806673872,40826.38179612189,False,t=0: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36,0.0129975
2019-08-12,222,"[0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.475, 0.475, 0.475, 0.475, 0.475, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",54375.57,30069.231511210528,55076.83845559526,29352.00815058171,True,,0.019115
2019-08-13,223,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0, 0.0, 0.0]",51234.56,35815.91820445895,52594.0914274934,35333.358432631576,True,,0.01298
2019-08-14,224,"[0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0, 0.0]",49500.0,27670.910870357897,50255.468381357205,27038.552434000005,True,,0.0141375
2019-08-15,225,"[0.5, 0.2368, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.475, 0.475, 0.475, 0.475, 0.475, 0.7125, 0.95, 1.0, 1.0, 1.0, 0.7625, 0.525, 0.2875, 0.05, 0.0, 0.0, 0.0, 0.0]",28500.0,20691.189162958737,30269.19848938404,19458.35619789474,False,t=0: discharge=12.3620 kW > dmax=12.36,0.014305
2019-08-16,226,"[0.5, 0.2632, 0.0, 0.0, 0.127, 0.3645, 0.602, 0.8395, 0.8395, 0.5763, 0.3132, 0.05, 0.05, 0.05, 0.2875, 0.525, 0.7625, 1.0, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0, 0.0]",39500.0,26351.692376652216,40070.81016764684,26101.055219113576,False,t=1: discharge=12.3620 kW > dmax=12.36; t=8: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36; t=22: discharge=12.3620 kW > dmax=12.36,0.01347
2019-08-17,227,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0]",34500.0,24185.32577135663,36395.81255497081,24033.17378,False,t=19: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36,0.0161925
2019-08-18,228,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 0.975, 0.975, 0.975, 0.975, 0.7125, 0.45, 0.1875, 0.0, 0.0]",-2782.0,21807.961607,37271.53212507,21597.819212631577,True,,0.0153875
2019-08-19,229,"[0.5, 0.5, 0.5, 0.7378, 0.9756, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0]",-3185.66,33257.56936009937,43040.36310028099,33117.604709307474,False,t=2: charge=12.3756 kW > cmax=12.36; t=3: charge=12.3756 kW > cmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36,0.01809
2019-08-20,230,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0]",51234.56,34916.38468084211,52190.17376948368,34691.916607368425,True,,0.0166975
2019-08-21,231,"[0.5, 0.5, 0.7368, 0.9737, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7632, 0.5263, 0.2895, 0.0526, 0.0, 0.0, 0.0]",51234.56,34653.542370850526,52932.20374211153,34471.062894570634,True,,0.013265
2019-08-22,232,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.711, 0.922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0]",-1.925,34624.189417128415,57318.63416280988,34395.41532077008,True,,0.0156875
2019-08-23,233,"[0.5, 0.737, 0.737, 0.737, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",59895.58,36094.97008905264,60327.297751163685,35405.1576399446,True,,0.016165
2019-08-24,234,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7419, 0.4838, 0.2257, 0.0, 0.0, 0.0]",43200.0,29450.54634116337,44799.56222001614,29161.193093684207,True,,0.0138625
2019-08-25,235,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0, 0.0, 0.0]",43200.0,26738.32197237304,44018.387822234086,26145.4111,True,,0.0136525
2019-08-26,236,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0, 0.0]",-1.88,41652.858677461045,55934.894600782674,41210.283155,True,,0.018045
2019-08-27,237,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0]",51897.36,53159.72844,52198.17256328,52137.53724947368,False,t=22: discharge=23.4840 kW > dmax=12.36,0.0145275
2019-08-28,238,"[0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.739, 0.478, 0.217, 0.0, 0.0, 0.0, 0.0]",48592.93,62028.12080910316,48841.45172216515,61798.79587246537,True,,0.0151275
2019-08-29,239,"[0.5, 0.5, 0.5, 0.7376, 0.9752, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0, 0.0]",46200.0,58941.85904346779,47616.93836258259,58830.29474188367,False,t=2: charge=12.3652 kW > cmax=12.36; t=3: charge=12.3652 kW > cmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36,0.01681
2019-08-30,240,"[0.5, 0.237, 0.0, 0.0, 0.0, 0.237, 0.474, 0.711, 0.711, 0.711, 0.711, 0.711, 0.711, 0.711, 0.948, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0]",45200.0,52521.08704937263,46643.92008958772,52125.23828768421,True,,0.013205
2019-08-31,241,"[0.5, 0.2382, 0.0, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0, 0.0, 0.0, 0.0]",41250.0,36671.998358593686,42334.0706585294,36167.78383684211,True,,0.013945
2019-09-01,242,"[0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",39800.0,63450.29037273685,41748.99098102211,62642.51063412743,True,,0.0140225
2019-09-02,243,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0, 0.0, 0.0, 0.0]",43200.0,47538.72366444211,43925.207566805184,46400.76333817175,True,,0.0149475
2019-09-03,244,"[0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",37250.0,37290.14615657895,39484.74723286209,36083.32930378947,True,,0.0159175
2019-09-04,245,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.0, 0.0]",42983.19,46371.67443821053,43790.43698654842,45724.99153974515,True,,0.0147175
2019-09-05,246,"[0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.0]",39800.0,44416.78119157895,41076.59435297264,44138.72028393075,False,t=3: charge=26.0211 kW > cmax=12.36; t=8: discharge=36.9873 kW > dmax=12.36,0.0159825
2019-09-06,247,"[0.5, 0.5, 0.2632, 0.2632, 0.2632, 0.5, 0.7368, 0.9737, 0.9737, 0.9737, 0.9737, 0.9737, 0.9737, 0.9737, 0.9737, 0.9737, 0.9737, 0.9737, 0.9737, 0.9737, 0.7368, 0.5, 0.2632, 0.0, 0.0]",36500.0,23591.404438862737,37522.12783088429,23291.255517999994,False,t=22: discharge=12.3620 kW > dmax=12.36,0.014155
2019-09-07,248,"[0.5, 0.7375, 0.7375, 0.9743, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0, 0.0]",52979.38,52488.471501807166,54081.19163037101,52268.78844126315,False,t=20: discharge=12.3620 kW > dmax=12.36; t=22: discharge=12.3620 kW > dmax=12.36,0.014325
2019-09-08,249,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0]",-123.45,39145.87973575579,47408.909126896615,38968.5019768421,True,,0.0161
2019-09-09,250,"[0.5, 0.5, 0.5, 0.5, 0.75, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.2105, 0.2105, 0.448, 0.6855, 0.6855, 0.6855, 0.6855, 0.6855, 0.5263, 0.2632, 0.0, 0.0, 0.0, 0.0]",65000.0,35739.88094350021,66580.16946506784,35608.25208072022,False,t=3: charge=13.0105 kW > cmax=12.36; t=4: charge=13.0105 kW > cmax=12.36; t=7: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36,0.01393
2019-09-10,251,"[0.5, 0.5, 0.5, 0.5, 0.595, 0.69, 0.785, 0.785, 0.785, 0.59, 0.395, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",54000.0,48495.399646000005,56150.231209472,47466.75351052632,True,,0.01327
2019-09-11,252,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0]",-976.66,29474.93157926316,46460.48728524053,29393.883026,True,,0.0169375
2019-09-12,253,"[0.5, 0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.2105, 0.2105, 0.2105, 0.2105, 0.2105, 0.2105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",35400.0,39740.336028048005,37235.93325397881,39472.53998296952,False,t=8: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36,0.0125025
2019-09-13,254,"[0.5, 0.7375, 0.7375, 0.7375, 0.7375, 0.975, 0.975, 0.975, 0.975, 0.7375, 0.475, 0.2125, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",71989.57,40306.9550718421,72639.48977690158,40377.180347157904,False,t=13: charge=52.0421 kW > cmax=12.36; t=19: discharge=46.9680 kW > dmax=12.36,0.01712
2019-09-14,255,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0]",41500.0,31062.233903201675,43323.09554773186,30518.11523321053,False,t=20: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36; t=22: discharge=12.3620 kW > dmax=12.36,0.01444
2019-09-15,256,"[0.5, 0.7375, 0.7375, 0.7625, 0.9875, 0.9875, 0.9875, 0.9875, 0.9875, 0.7895, 0.5263, 0.2632, 0.0, 0.0, 0.05, 0.2875, 0.525, 0.525, 0.525, 0.7625, 0.5263, 0.2632, 0.0, 0.0, 0.0]",43250.0,26997.24257817011,46091.87821311773,26331.68576,False,t=9: discharge=12.3620 kW > dmax=12.36; t=11: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36,0.015175
2019-09-16,257,"[0.5, 0.5, 0.5, 0.748, 0.996, 1.0, 1.0, 1.0, 1.0, 0.748, 0.496, 0.496, 0.496, 0.496, 0.496, 0.496, 0.496, 0.496, 0.496, 0.496, 0.248, 0.0, 0.0, 0.0, 0.0]",65432.1,44104.23794876631,66620.18608917153,43855.74467252632,False,t=2: charge=12.9064 kW > cmax=12.36; t=3: charge=12.9064 kW > cmax=12.36,0.0123875
